epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2083.72,1.7419,3.15111,1.69917,0.19957,0.36542,0.18441,0.09474,1.69993,3.50008,1.65484,0.000468772,0.000468772,0.000468772
